datetime,open,high,low,close,volume,EMA_9,EMA_18,EMA_50,SMA_50,PDH,PDL,PD_EQ,PWH,PWL,PW_EQ,WH,WL,is_green_day,is_red_day,is_GSD,is_RSD,is_GD,is_RD,day_type,day_count
2026-02-26 04:00:00,5173.57,5182.18,5166.31,5168.805,3812.0,5173.877746690562,5183.498627785011,5196.0366727855435,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 04:15:00,5168.785,5180.115,5163.715,5170.02,6491.0,5173.10619735245,5182.079824860273,5195.016411107679,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 04:30:00,5170.04,5174.76,5163.77,5172.895,5939.0,5173.063957881961,5181.113001190771,5194.148904789731,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 04:45:00,5172.765,5179.305,5161.46,5163.27,8685.0,5171.10516630557,5179.234790539111,5192.937967346997,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 05:00:00,5163.275,5169.6,5155.13,5167.76,11067.0,5170.436133044455,5178.026917850783,5191.950596078487,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 05:15:00,5167.74,5186.505,5167.605,5185.65,8910.0,5173.478906435565,5178.829347550701,5191.703513879331,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 05:30:00,5185.64,5189.665,5181.21,5188.495,8013.0,5176.482125148452,5179.846784650627,5191.577689805631,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 05:45:00,5188.5,5192.205,5184.955,5188.45,8207.0,5178.875700118762,5180.75238626635,5191.455035303449,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 06:00:00,5188.455,5198.455,5182.76,5187.6,20561.0,5180.620560095011,5181.4731877119975,5191.303857448412,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 06:15:00,5187.665,5195.515,5178.53,5180.465,11589.0,5180.589448076009,5181.367062689682,5190.87880421514,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 06:30:00,5180.46,5192.61,5178.635,5189.52,11020.0,5182.375558460808,5182.225266617084,5190.825517775331,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 06:45:00,5189.62,5194.17,5185.065,5191.5,10412.0,5184.2004467686465,5183.201554341602,5190.851968058651,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 07:00:00,5191.495,5195.82,5182.4,5183.225,9136.0,5184.005357414918,5183.204022305644,5190.552871272038,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 07:15:00,5183.22,5190.07,5180.755,5180.955,6023.0,5183.395285931934,5182.967283115576,5190.17648416333,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 07:30:00,5180.96,5184.44,5174.07,5176.38,13512.0,5181.992228745547,5182.273884892884,5189.63544556869,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
2026-02-26 07:45:00,5176.35,5186.485,5176.33,5184.425,8436.0,5182.478782996438,5182.500318062054,5189.431114369918,,,,,,,,5208.445,5144.905,False,True,False,False,False,True,RD,1
