datetime,open,high,low,close,volume,EMA_9,EMA_18,EMA_50,SMA_50,PDH,PDL,PD_EQ,PWH,PWL,PW_EQ,WH,WL,GD,RD,GSD,RSD,inside_day,FBR,FBR_bull,FBR_bear,clean_BO,clean_BO_bull,clean_BO_bear
2026-03-04 05:15:00,5116.1,5129.05,5113.23,5125.265,7752.0,5116.78092565201,5113.684688973366,5112.352510004912,,,,,,,,5149.055,5083.45,True,False,False,False,False,,,,,,
2026-03-04 05:30:00,5125.28,5137.69,5122.605,5132.35,4441.0,5119.894740521609,5115.649458555117,5113.1367252988375,,,,,,,,5149.055,5083.45,True,False,False,False,False,,,,,,
2026-03-04 05:45:00,5132.195,5140.605,5127.795,5139.095,9777.0,5123.734792417287,5118.117410286158,5114.154696855746,,,,,,,,5149.055,5083.45,True,False,False,False,False,,,,,,
2026-03-04 06:00:00,5139.075,5162.785,5139.055,5159.675,19623.0,5130.922833933831,5122.4918934139305,5115.939806782972,,,,,,,,5162.785,5083.45,True,False,False,False,False,,,,,,
2026-03-04 06:15:00,5159.63,5164.66,5146.23,5146.23,19825.0,5133.984267147065,5124.990641475622,5117.127657497364,,,,,,,,5164.66,5083.45,True,False,False,False,False,,,,,,
2026-03-04 06:30:00,5146.005,5163.745,5142.485,5163.265,24140.0,5139.840413717652,5129.019521320293,5118.936965046488,,,,,,,,5164.66,5083.45,True,False,False,False,False,,,,,,
2026-03-04 06:45:00,5163.275,5178.82,5158.445,5175.155,17572.0,5146.903330974122,5133.8758874971045,5121.141593868195,,,,,,,,5178.82,5083.45,True,False,False,False,False,,,,,,
2026-03-04 07:00:00,5175.075,5191.065,5167.95,5190.0,15257.0,5155.522664779298,5139.783688813199,5123.841923520423,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 07:15:00,5189.99,5190.04,5175.84,5178.0,12755.0,5160.018131823439,5143.806458411809,5125.965769656877,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 07:30:00,5177.98,5180.45,5163.82,5180.36,15241.0,5164.086505458751,5147.654199631619,5128.098876729156,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 07:45:00,5180.365,5181.125,5154.07,5156.48,17662.0,5162.565204367002,5148.583231249343,5129.211861955463,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 08:00:00,5156.49,5160.45,5141.14,5156.185,12690.0,5161.289163493601,5149.3834174336225,5130.269632074856,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 08:15:00,5156.12,5168.395,5151.59,5162.655,10852.0,5161.562330794881,5150.78042612482,5131.539646503294,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 08:30:00,5162.635,5167.855,5154.005,5163.0,11826.0,5161.849864635905,5152.06669705905,5132.773385856105,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 08:45:00,5162.885,5177.835,5159.775,5174.465,11072.0,5164.372891708724,5154.424413158097,5134.40835111665,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 09:00:00,5174.455,5181.01,5171.96,5174.14,9774.0,5166.32631336698,5156.4997380888235,5135.966454994429,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 09:15:00,5174.135,5174.375,5162.86,5168.425,9592.0,5166.746050693584,5157.755028816316,5137.239339112295,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 09:30:00,5168.455,5171.085,5151.77,5161.735,10971.0,5165.743840554867,5158.17397315144,5138.199953264754,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 09:45:00,5161.7,5165.205,5154.88,5156.93,8967.0,5163.981072443895,5158.043028609183,5138.934464901431,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 10:00:00,5157.265,5166.445,5152.095,5161.105,11564.0,5163.4058579551165,5158.365341387164,5139.803897650395,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 10:15:00,5161.1,5166.07,5153.07,5156.685,11071.0,5162.0616863640935,5158.188463346411,5140.465901664105,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 10:30:00,5156.67,5167.96,5155.315,5160.625,15687.0,5161.774349091275,5158.444940888894,5141.256454540024,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 10:45:00,5160.62,5168.47,5154.075,5160.09,15587.0,5161.4374792730205,5158.618105005853,5141.995024950219,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 11:00:00,5160.095,5160.095,5117.72,5141.425,16703.0,5157.434983418417,5156.808304478921,5141.972671030603,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 11:15:00,5141.435,5150.57,5128.4,5134.575,15675.0,5152.862986734734,5154.467956639035,5141.682566284305,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
2026-03-04 11:30:00,5134.575,5156.275,5132.745,5148.89,14173.0,5152.068389387788,5153.880803308611,5141.965210743743,,,,,,,,5191.065,5083.45,True,False,False,False,False,,,,,,
