Datetime,open,high,low,close,volume
2026-03-26 00:00:00+00:00,1.1566041707992554,1.156738042831421,1.1564704179763794,1.156738042831421,0
2026-03-26 00:15:00+00:00,1.1566041707992554,1.156738042831421,1.156336784362793,1.156336784362793,0
2026-03-26 00:30:00+00:00,1.1564704179763794,1.1564704179763794,1.1559356451034546,1.1559356451034546,0
2026-03-26 00:45:00+00:00,1.1558021306991577,1.156203031539917,1.1558021306991577,1.156203031539917,0
2026-03-26 01:00:00+00:00,1.1564704179763794,1.156738042831421,1.1564704179763794,1.156738042831421,0
2026-03-26 01:15:00+00:00,1.1564704179763794,1.156738042831421,1.1564704179763794,1.156738042831421,0
2026-03-26 01:30:00+00:00,1.1568717956542969,1.1570056676864624,1.1568717956542969,1.1568717956542969,0
2026-03-26 01:45:00+00:00,1.1570056676864624,1.1570056676864624,1.1566041707992554,1.156738042831421,0
2026-03-26 02:00:00+00:00,1.156738042831421,1.1568717956542969,1.1566041707992554,1.1566041707992554,0
2026-03-26 02:15:00+00:00,1.1566041707992554,1.1568717956542969,1.1566041707992554,1.1566041707992554,0
2026-03-26 02:30:00+00:00,1.1566041707992554,1.1566041707992554,1.1559356451034546,1.156203031539917,0
2026-03-26 02:45:00+00:00,1.156203031539917,1.1564704179763794,1.156203031539917,1.156203031539917,0
2026-03-26 03:00:00+00:00,1.1560693979263306,1.156738042831421,1.1560693979263306,1.156738042831421,0
2026-03-26 03:15:00+00:00,1.1566041707992554,1.157139539718628,1.1566041707992554,1.157139539718628,0
2026-03-26 03:30:00+00:00,1.157139539718628,1.157273530960083,1.157139539718628,1.157139539718628,0
2026-03-26 03:45:00+00:00,1.1570056676864624,1.157139539718628,1.1570056676864624,1.157139539718628,0
2026-03-26 04:00:00+00:00,1.157139539718628,1.157273530960083,1.1570056676864624,1.157273530960083,0
2026-03-26 04:15:00+00:00,1.157273530960083,1.1574074029922485,1.157273530960083,1.1574074029922485,0
2026-03-26 04:30:00+00:00,1.1575413942337036,1.1575413942337036,1.157273530960083,1.1574074029922485,0
2026-03-26 04:45:00+00:00,1.1575413942337036,1.1575413942337036,1.157273530960083,1.157273530960083,0
2026-03-26 05:00:00+00:00,1.157139539718628,1.157273530960083,1.157139539718628,1.157273530960083,0
2026-03-26 05:15:00+00:00,1.157273530960083,1.157273530960083,1.1566041707992554,1.1568717956542969,0
2026-03-26 05:30:00+00:00,1.1568717956542969,1.1568717956542969,1.156738042831421,1.156738042831421,0
2026-03-26 05:45:00+00:00,1.156738042831421,1.156738042831421,1.156203031539917,1.156203031539917,0
2026-03-26 06:00:00+00:00,1.156203031539917,1.156336784362793,1.1558021306991577,1.1558021306991577,0
2026-03-26 06:15:00+00:00,1.1556684970855713,1.156336784362793,1.1556684970855713,1.156336784362793,0
2026-03-26 06:30:00+00:00,1.156336784362793,1.156336784362793,1.1556684970855713,1.1558021306991577,0
2026-03-26 06:45:00+00:00,1.1559356451034546,1.1570056676864624,1.1559356451034546,1.1570056676864624,0
2026-03-26 07:00:00+00:00,1.1566041707992554,1.1566041707992554,1.1559356451034546,1.156203031539917,0
2026-03-26 07:15:00+00:00,1.156203031539917,1.1564704179763794,1.1559356451034546,1.156203031539917,0
2026-03-26 07:30:00+00:00,1.156203031539917,1.156203031539917,1.1556684970855713,1.1558021306991577,0
2026-03-26 07:45:00+00:00,1.1558021306991577,1.1558021306991577,1.1555349826812744,1.1556684970855713,0
2026-03-26 08:00:00+00:00,1.155401587486267,1.1556684970855713,1.1551345586776733,1.1556684970855713,0
2026-03-26 08:15:00+00:00,1.1556684970855713,1.156203031539917,1.1556684970855713,1.1556684970855713,0
2026-03-26 08:30:00+00:00,1.1556684970855713,1.156336784362793,1.1556684970855713,1.1559356451034546,0
2026-03-26 08:45:00+00:00,1.1560693979263306,1.156336784362793,1.1560693979263306,1.156336784362793,0
2026-03-26 09:00:00+00:00,1.156203031539917,1.156738042831421,1.156203031539917,1.156336784362793,0
2026-03-26 09:15:00+00:00,1.156336784362793,1.156336784362793,1.1556684970855713,1.1560693979263306,0
2026-03-26 09:30:00+00:00,1.156203031539917,1.156203031539917,1.1556684970855713,1.1558021306991577,0
2026-03-26 09:45:00+00:00,1.1559356451034546,1.156336784362793,1.1556684970855713,1.156336784362793,0
2026-03-26 10:00:00+00:00,1.156203031539917,1.1566041707992554,1.1559356451034546,1.1566041707992554,0
2026-03-26 10:15:00+00:00,1.1566041707992554,1.156738042831421,1.1564704179763794,1.1564704179763794,0
2026-03-26 10:30:00+00:00,1.1564704179763794,1.1566041707992554,1.156336784362793,1.156336784362793,0
2026-03-26 10:45:00+00:00,1.156336784362793,1.156336784362793,1.1558021306991577,1.1560693979263306,0
